datetime,top_10,percent_change_values
2012-12-31,"['ASPN.NS', 'HCLT.NS', 'HDBK.NS', 'ULTC.NS', 'LART.NS', 'AXBK.NS', 'ITC.NS', 'JAIA.NS', 'MRTI.NS', 'TAMO.NS']","[0.001661092120258, 0.0123742303316967, 0.0025086928104884, 0.0355775326486624, 0.0049692397122838, 0.0142694273840608, -0.0241879268824782, 0.0428497676819825, 0.0300253265795786, 0.0172552478663816]"
2013-01-07,"['ASPN.NS', 'HCLT.NS', 'IDFC.NS', 'ULTC.NS', 'LART.NS', 'AXBK.NS', 'ITC.NS', 'JAIA.NS', 'MRTI.NS', 'TAMO.NS']","[-0.0232962814354316, 0.0170333610049822, -0.0538336293085789, -0.0776727557666879, -0.0589987664097751, -0.010769063417818, -0.0318697768015515, -0.0782178217821782, 0.012811802387654, 0.0475587067617822]"
2013-01-14,"['ASPN.NS', 'HCLT.NS', 'BAJA.NS', 'ULTC.NS', 'LUPN.NS', 'AXBK.NS', 'ITC.NS', 'JAIA.NS', 'MRTI.NS', 'TAMO.NS']","[0.0026980623578594, 0.0942855192793576, -0.0309411764705882, 0.0138055540806032, 0.0005952380952381, 0.0175574371380398, 0.0513899445350023, -0.0343716433941996, -0.0113719853058616, -0.0055993166703304]"
2013-01-21,"['ASPN.NS', 'HCLT.NS', 'BAJA.NS', 'ULTC.NS', 'LUPN.NS', 'AXBK.NS', 'ITC.NS', 'HDBK.NS', 'MRTI.NS', 'TAMO.NS']","[0.0219552281152137, -0.0348614503844567, 0.0100764841568532, 0.0038495783795109, 0.0188663210673918, -0.0012968552071715, 0.0427900324155312, 0.0076515701266928, 0.0336036705547837, -0.0838532631881787]"
2013-01-28,"['ASPN.NS', 'HCLT.NS', 'BAJA.NS', 'ULTC.NS', 'LUPN.NS', 'AXBK.NS', 'ITC.NS', 'HDBK.NS', 'MRTI.NS', 'JNSP.NS']","[0.0310619671369556, 0.0101313700282223, -0.0115625000000001, -0.0411655753528291, 0.0174326465927099, 0.0890171325518485, 0.0321935645174047, -0.0374408576696934, 0.0064084529056862, -0.0380478778767203]"
2013-02-04,"['ASPN.NS', 'HCLT.NS', 'BAJA.NS', 'ULTC.NS', 'LUPN.NS', 'AXBK.NS', 'ITC.NS', 'HDBK.NS', 'MRTI.NS', 'JNSP.NS']","[-0.0041936459869194, -0.0258012578437523, -0.0044261776794182, 0.0254115086382804, -0.0204131824889325, -0.0389825456231576, -0.0247253605673425, 0.0154652010041203, -0.0136671429458905, -0.0039672998316903]"
2013-02-11,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'ULTC.NS', 'LUPN.NS', 'AXBK.NS', 'ITC.NS', 'TISC.NS', 'MRTI.NS', 'JNSP.NS']","[0.0041781994815208, 0.0399881136189177, -0.0013661202185791, 0.0241715089283345, -0.0170725583730856, -0.0010338433967466, -0.0038110438086457, -0.0357646788507541, -0.0709516911255275, -0.067712733856367]"
2013-02-18,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'LUPN.NS', 'BHEL.NS', 'ITC.NS', 'TISC.NS', 'NTPC.NS', 'JNSP.NS']","[-0.0011227927951869, 0.0333572175501342, -0.0237118103055176, 0.0311944091486657, 0.0227330779054917, 0.0034373666830869, -0.028609475350069, -0.0308428725018974, 0.010333347733097, -0.0743138270326255]"
2013-02-25,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'LUPN.NS', 'BHEL.NS', 'ITC.NS', 'TISC.NS', 'ULTC.NS', 'JNSP.NS']","[-0.0392744725068977, 0.0030544535674568, -0.0756655768332554, -0.0150329616166593, -0.0091575091575091, -0.0166380637934603, -0.0025684787772924, -0.0641975024514615, -0.030025706940874, 0.0039160839160838]"
2013-03-04,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'LUPN.NS', 'BHEL.NS', 'ITC.NS', 'TISC.NS', 'ULTC.NS', 'JNSP.NS']","[0.0705420953142943, 0.0701778315011596, 0.0237493683678624, 0.0232689059861137, 0.0152915476390522, 0.0328438984183685, 0.0221458922951796, 0.0529169838221073, 0.0074472596204813, 0.0231262190025076]"
2013-03-11,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'SIEM.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[0.073008166912462, 0.0243161602093533, -0.0562685093780849, 0.0191331988507854, -0.0030158146575683, 0.0765048039207636, 0.0141082265921754, -0.0130864461507841, -0.030135088326983, -0.0284586056644879]"
2013-03-18,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'LUPN.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[-0.010704284388511, -0.0303049779152007, -0.0622384937238492, -0.015714971209213, -0.0178952581142803, 0.0312243221035332, 0.0122556681038534, -0.0919734595645717, -0.1835714285714286, -0.0112123335669236]"
2013-03-25,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'LUPN.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[-0.0073581807861186, 0.0352236593343011, 0.0217512548800891, -0.0018890920170626, 0.021787776189871, 0.0016733067729082, 0.012598199642797, -0.027963405398263, -0.0538057742782152, -0.0141743444365698]"
2013-04-01,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'LUPN.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[-0.0304438194581361, -0.0478616133037538, -0.0191048034934497, 0.049331461017156, -0.0491194344993037, -0.0164664704478559, -0.0586524903983992, -0.0116669177214077, 0.0195715826783788, -0.0350826743350107]"
2013-04-08,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'SIEM.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[-0.0221393063468675, 0.0252988678843837, 0.0194769059543684, 0.0121021702449526, 0.0089431775035098, -0.0182635013776124, 0.0054926441894644, -0.0313712550565993, 0.0494256348246673, -0.0229473997913872]"
2013-04-15,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'RLIN.NS', 'JNSP.NS']","[-0.0026812418914575, -0.0513464367890933, 0.0234716157205241, 0.0534636389767173, -0.0390276270348191, -0.008799892780752, 0.0764765952225527, 0.001001661292765, 0.050698545297422, 0.0292816836968123]"
2013-04-22,"['ASPN.NS', 'HCLT.NS', 'HALC.NS', 'SUN.NS', 'TCS.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'HROM.NS', 'JNSP.NS']","[0.0120550436182107, -0.0706281428021317, 0.056, 0.0434924965893588, -0.0574083371884737, 0.021388166584932, 0.0114177490922633, 0.0175117090948502, 0.0575165257375941, -0.0666765446732849]"
2013-04-29,"['ASPN.NS', 'HCLT.NS', 'ULTC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'HROM.NS', 'JNSP.NS']","[-0.0021888879597623, 0.0967482226087772, -0.01511552016708, 0.0299131889969668, 0.0196531791907514, -0.0003951315492382, 0.0370021702126102, 0.0201606039583246, 0.0091117392465549, 0.0111128750595332]"
2013-05-06,"['LART.NS', 'HCLT.NS', 'ULTC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[0.0003518541303724, 0.0295822497921252, 0.0498330064146741, -0.0324464303848888, 0.0858843537414966, 0.0090909457595305, 0.0709102111201493, 0.0241002996555768, 0.0037150647580096, -0.0257497252315904]"
2013-05-13,"['LART.NS', 'HCLT.NS', 'ULTC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[0.0382783177573113, -0.0682068893240462, 0.0184063020754432, 0.0140645499868801, 0.0488123205429391, -0.0415197969595, -0.0543555496568884, -0.0214936138117759, 0.0426500730075725, 0.0075745366639807]"
2013-05-20,"['LART.NS', 'HCLT.NS', 'ULTC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[-0.1026240758407923, 0.0244462089891932, -0.0359737200942109, 0.0027945971122496, -0.0422473867595819, -0.0469962789940113, -0.014929806823124, 0.0036876970946082, -0.0482332487716496, -0.0561420345489444]"
2013-05-27,"['HDBK.NS', 'HCLT.NS', 'ULTC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[0.0027197537502417, 0.0098976256494986, -0.0338956897438535, 0.077669401868194, -0.0415123757552132, 0.0085762682402508, 0.0303122144703138, -0.0678913849116519, -0.0209758417738844, -0.0359261142179292]"
2013-06-03,"['HDBK.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[-0.0347609151059554, -0.0008726570662351, 0.0138549671857647, -0.0303131883919163, 0.0329402196014638, -0.0157313139876311, -0.017799321393951, 0.001028269251641, -0.0365594326266519, -0.018456670768149]"
2013-06-10,"['HDBK.NS', 'HCLT.NS', 'HLL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[-0.0164164360254928, 0.0262026326116024, 0.0042293942860405, -0.0581757123808583, 0.0281496062992125, -0.0526997313352312, -0.006290232818806, -0.0612908604585022, -0.0582260112461453, -0.129118911174785]"
2013-06-17,"['HDBK.NS', 'HCLT.NS', 'HLL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'ULTC.NS', 'JNSP.NS']","[-0.0448086686596955, -0.0064816217533527, -0.0049696953393785, -0.0052959991610297, 0.0051056225668517, -0.0414956708638921, -0.0283346241875738, -0.007660055085962, -0.0331155845887214, -0.1591610117211598]"
2013-06-24,"['HALC.NS', 'HCLT.NS', 'BAJA.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'BOB.NS', 'JNSP.NS']","[0.0390421655387818, 0.02273479575287, 0.0513387978142076, 0.0664733790195044, -0.0076195313988189, 0.0033301516140054, 0.006204464069053, 0.0062488524618828, 0.0482928610553221, 0.0635852286622646]"
2013-07-01,"['RLIN.NS', 'HCLT.NS', 'BAJA.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'AXBK.NS', 'JNSP.NS']","[0.0322349570200573, 0.0253221227497044, -0.0231035110060032, 0.0239236814789185, 0.0685264572269499, -0.0142246503078238, 0.0562663729896779, -0.0330594146816776, -0.0271525659250327, 0.0294320533455967]"
2013-07-08,"['RLIN.NS', 'HCLT.NS', 'BAJA.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0705065926439971, 0.0841450664892173, -0.005240755520085, 0.070432054067101, 0.0409580838323353, 0.0303029352721744, 0.0233508180474428, -0.0077445806368716, -0.0150375939849624, -0.0058074603529147]"
2013-07-15,"['REDY.NS', 'HCLT.NS', 'BAJA.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0026068376068375, 0.0343728294553171, 0.0515337095178241, -0.0257508794083159, 0.0345144960883572, 0.0051353907628077, 0.0526240718447266, -0.0824291190716636, -0.0534351145038167, -0.054369804538306]"
2013-07-22,"['TCS.NS', 'HCLT.NS', 'HLL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0192418916192806, 0.0129447643194595, -0.0306703782008553, 0.0343933712910242, -0.0493216192170818, -0.031583796696647, -0.0024387049255869, -0.0917011342592867, -0.159274193548387, -0.0974103112378237]"
2013-07-29,"['TCS.NS', 'HCLT.NS', 'BAJA.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.040208514075448, 0.0355720205891376, -0.0571604938271604, -0.0061756018974311, 0.0422296309294027, -0.0714628226938726, -0.0956132205018416, -0.0756053249737372, -0.2877697841726619, -0.0155304027375624]"
2013-08-05,"['TCS.NS', 'HCLT.NS', 'INFY.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'ITC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0002438235256053, -0.0321064025360757, -0.0114212729298858, -0.089157060518732, -0.1005668107076716, 0.0526858814385922, -0.0228262169673264, 0.0812947329809357, 0.0488215488215488, 0.1090909090909091]"
2013-08-12,"['TCS.NS', 'HCLT.NS', 'BPCL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'BRTI.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0349517751448311, 0.016668526812575, 0.0476533788768134, 0.0726715443939094, 0.0202158856928931, 0.0672227922275858, -0.0191408247769052, 0.0756399338752424, -0.0465489566613162, 0.0277242044358727]"
2013-08-19,"['TCS.NS', 'HCLT.NS', 'BPCL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'VDAN.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0272614772465826, 0.0275244600977584, 0.0375603169154235, -0.0647064245552585, -0.0347379365176441, 0.0731034764092699, 0.1896618732996502, 0.1994900169988318, 0.1397306397306397, 0.128547970912503]"
2013-08-26,"['TCS.NS', 'HCLT.NS', 'BPCL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.1113723190472606, 0.0994346185945989, -0.0933244767938477, 0.027298708978023, 0.0089336628017488, 0.0197085991789487, -0.2240964434358936, -0.0294013454328301, -0.0221565731166912, -0.0777385159010601]"
2013-09-02,"['TCS.NS', 'HCLT.NS', 'BPCL.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0218375237335326, -0.0225863394191929, 0.0976190639566372, 0.0141020721412123, 0.054132127606129, 0.0180672300835587, 0.0863354155458411, 0.066240841479225, 0.1465256797583081, 0.0516114491773722]"
2013-09-09,"['TCS.NS', 'HCLT.NS', 'ACC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0176236950035812, 0.0283199279711403, 0.0739864169582219, 0.0665972944849115, 0.0262718932443704, 0.0297152527137898, 0.0874786948820476, 0.0210508777644515, 0.0421607378129116, 0.0345049292756107]"
2013-09-16,"['TCS.NS', 'HCLT.NS', 'ACC.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0017658052311504, 0.01534783125464, 0.076219220082399, 0.0041685144124168, 0.0081848261450048, -0.0080160319502858, 0.0415351601118414, 0.0056989618517411, 0.0126422250316056, 0.0803811891443961]"
2013-09-23,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0011280228341741, 0.0103126874760626, -0.0615913555992141, 0.0419537184243066, -0.0171579917088898, 0.0242424238953551, -0.102978267567545, -0.0420000120344482, -0.0861423220973781, -0.0951102588686482]"
2013-09-30,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0438888703588526, 0.022419083342799, -0.0153878362817962, 0.0179706705094515, 0.0297012302284709, -0.020512809043896, 0.0506471091805464, 0.0036534149797919, 0.0286885245901638, 0.0014833651197287]"
2013-10-07,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[0.0434943157333476, 0.0552971940870725, 0.0342334679991493, 0.0424681488883338, 0.0488137907492745, 0.0475231619582723, 0.0482056829376269, 0.0674294312897434, 0.0557768924302788, 0.0770207363520947]"
2013-10-14,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'TISC.NS', 'JAIA.NS', 'JNSP.NS']","[-0.0006597297479578, -0.0473886740006541, -0.0224095394736842, 0.0099049444843837, -0.0187144019528071, 0.0065359120965542, -0.014818586189794, 0.0682039574418804, 0.1836477987421383, 0.005304518664047]"
2013-10-21,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'WIPR.NS', 'JAIA.NS', 'INFY.NS']","[-0.024945195667962, -0.0216306339054334, 0.0444794952681388, -0.0336945345250335, -0.0165837479270315, 0.0328495739955372, 0.0648340121713904, -0.0566666666666667, -0.0286928799149839, -0.0004351039121647]"
2013-10-28,"['TCS.NS', 'HCLT.NS', 'PNBK.NS', 'SUN.NS', 'LUPN.NS', 'NMDC.NS', 'IDFC.NS', 'WIPR.NS', 'JAIA.NS', 'INFY.NS']","[0.0144359569872685, 0.0225724278673624, 0.1494010470150004, -0.0102316444298927, -0.0082630691399663, 0.0392011337912934, 0.1003410070855854, 0.0030139264186241, 0.0700218818380742, -0.0164638068104676]"
2013-11-04,"['TCS.NS', 'HCLT.NS', 'ASPN.NS', 'SUN.NS', 'LUPN.NS', 'BRTI.NS', 'IDFC.NS', 'WIPR.NS', 'JAIA.NS', 'INFY.NS']","[-0.0032179489230075, 0.0101531170844151, 0.0232558152383315, -0.0052100562355276, 0.0022671881199343, -0.0613915370665827, -0.0610890211673588, -0.002072324111491, -0.0286298568507157, 0.0254371703986893]"
2013-11-11,"['TCS.NS', 'HCLT.NS', 'ASPN.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'WIPR.NS', 'JAIA.NS', 'INFY.NS']","[-0.030920462123094, -0.0266535470434858, -0.0780632265415174, -0.0044891512178901, -0.0193406096250636, 0.0093992340407347, -0.0165016349969782, 0.0098639808950264, -0.0442105263157894, -0.0017261150375948]"
2013-11-18,"['TCS.NS', 'HCLT.NS', 'ASPN.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[-0.0125110484134823, -0.0316706287970416, -0.0098412293482138, -0.0397494780793318, -0.0186840435961016, -0.0079677637726162, -0.0273249761786823, -0.0021842355175688, 0.0220264317180616, -0.0019825572092307]"
2013-11-25,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[0.0017492415453537, 0.0340395209869417, -0.0171189979123172, -0.0051308809461693, 0.0058764764647116, 0.0642538779077268, 0.0246425882488052, 0.0436851622727703, 0.1616379310344828, 0.0020761060637786]"
2013-12-02,"['TCS.NS', 'HCLT.NS', 'TTPW.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[-0.0020206172242441, 0.0373849503683558, 0.1015575144539273, 0.0162587412587411, 0.0023368580942921, 0.0854701309328969, 0.083694187566621, 0.0176454495714026, 0.0250463821892392, -0.0085704300513926]"
2013-12-09,"['TCS.NS', 'HCLT.NS', 'REDY.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[0.0007498841310122, 0.0484199545018664, -0.0249796913078797, -0.0174608635816273, 0.0138136037768841, -0.0532752616319625, -0.0825566331860399, -0.0215959496393208, -0.0751131221719456, 0.0144476059212137]"
2013-12-16,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[0.0593216257746478, 0.0478771766054146, 0.0555769230769231, 0.013569114943535, 0.0584109463033228, 0.0520261528215837, 0.0145137744093382, 0.0049457343041627, 0.0401174168297455, 0.0526105331799475]"
2013-12-23,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[0.0189101762372949, 0.0067463317366516, 0.0112953179085442, -0.0050958714803936, -0.015643671917436, 0.0682927165685449, 0.0114449106757872, 0.0229665071770335, 0.0141110065851364, 0.002801733584641]"
2013-12-30,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'JNSP.NS', 'JAIA.NS', 'INFY.NS']","[0.0284868200510119, 0.0109947552370361, 0.0027022158169698, 0.0065109818560638, 0.029577309347754, -0.0265312855760891, -0.005657681542223, -0.0268366958507802, -0.0278293135435993, 0.0010810551404143]"
2014-01-06,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'ACC.NS', 'JAIA.NS', 'INFY.NS']","[0.0264152526371392, 0.0305219657371722, -0.0058389747275122, 0.05123339658444, 0.0041269160681745, -0.0372826526486049, -0.0659080169290863, -0.0494025735294117, -0.0839694656488549, -0.0038988617811483]"
2014-01-13,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'TTPW.NS', 'JAIA.NS', 'INFY.NS']","[-0.029747056458336, 0.0627406540075776, -0.0011747115484612, -0.0252707581227435, -0.0292500667200427, 0.0028562247983869, 0.0157360964661668, -0.0218476294169076, -0.015625, 0.0502640483022955]"
2014-01-20,"['TCS.NS', 'HCLT.NS', 'SBI.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'TTPW.NS', 'JAIA.NS', 'INFY.NS']","[0.0161090389527498, 0.023339248833835, -0.0002158428663932, 0.0161616161616162, 0.0048386209930169, -0.0252974105672051, -0.0189905785956095, -0.0344607397378237, -0.0116402116402115, 0.0076144549043477]"
2014-01-27,"['TCS.NS', 'HCLT.NS', 'SBI.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'TTPW.NS', 'JAIA.NS', 'INFY.NS']","[-0.0034020067751182, 0.0356624534200036, -0.0600481125092524, -0.0246852220013253, -0.0348563611491108, -0.0588690271570986, -0.0504329878340789, -0.0224719239642351, -0.1381156316916488, -0.0151803799072014]"
2014-02-03,"['TCS.NS', 'HCLT.NS', 'SBI.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'TTPW.NS', 'JAIA.NS', 'DLF.NS']","[-0.0431270945458165, -0.0425044833204036, 0.0024608721330838, 0.0219976218787156, 0.0424084363306496, 0.0148844854351199, 0.0316523305622371, 0.0128465713539829, 0.0, 0.0128487518355359]"
2014-02-10,"['TCS.NS', 'HCLT.NS', 'SBI.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'WIPR.NS', 'JAIA.NS', 'DLF.NS']","[0.0109587928791117, 0.0694975381416671, -0.0343676355066771, 0.0122995096817086, -0.0195257260959424, -0.0341910743206766, -0.0083203010425969, 0.0014209591474245, -0.0285714285714285, 0.0511054729974629]"
2014-02-17,"['TCS.NS', 'HCLT.NS', 'SBI.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'TTPW.NS', 'JAIA.NS', 'REDY.NS']","[0.0174361691811768, 0.0272815505363874, 0.0183038438071996, 0.0100155980625564, 0.038220447107117, -0.0031675422706337, -0.0020974847222202, 0.0591398023189296, 0.0703324808184142, 0.057797987616099]"
2014-02-24,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'IDFC.NS', 'INFY.NS', 'JAIA.NS', 'REDY.NS']","[0.0317585988363042, 0.0242816148366855, 0.0421392427150584, 0.0480370641306999, 0.0637422526180808, 0.0321495327102803, -0.0115607064723046, 0.0210491046360051, 0.0011947431302268, 0.0593228090072621]"
2014-03-03,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'DLF.NS', 'INFY.NS', 'JAIA.NS', 'REDY.NS']","[-0.0207623869900972, -0.0556313484252033, -0.053411424584903, -0.0502559329920895, -0.02928323873625, 0.1176204273813836, 0.1853693181818181, -0.0221054568324287, 0.1431980906921242, -0.0587808668623726]"
2014-03-10,"['TCS.NS', 'HCLT.NS', 'WIPR.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'DLF.NS', 'TTPW.NS', 'JAIA.NS', 'REDY.NS']","[-0.039914668184117, -0.047751908302339, -0.0313965257440983, -0.0494038869835048, -0.0225085377212046, 0.012638783115936, 0.0482324745356499, 0.0557314236561499, 0.0083507306889352, 0.020254650864125]"
2014-03-17,"['TCS.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'PNBK.NS', 'DLF.NS', 'TTPW.NS', 'JAIA.NS', 'REDY.NS']","[-0.0052814836971828, 0.0151392431160783, -0.0275518900793837, 0.0041233570999057, 0.0065639722619237, 0.025682013533802, -0.0240068591026006, -0.0128572974822663, 0.0020703933747412, -3.596475454048509e-05]"
2014-03-24,"['TCS.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'HALC.NS', 'WIPR.NS', 'TTPW.NS', 'JAIA.NS', 'REDY.NS']","[-0.012287127879119, -0.0225961008840547, 0.0563368829759036, -0.0363589699717683, -0.0036813042334998, 0.0908333333333333, -0.0331873905429071, 0.0900503778337531, 0.0826446280991735, -0.0556035102862897]"
2014-03-31,"['TCS.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'HALC.NS', 'WIPR.NS', 'MRTI.NS', 'JAIA.NS', 'REDY.NS']","[0.0174825400872404, -0.0056195394959386, -0.0085781913953262, 0.0152698863636362, 0.0315122723673793, 0.0515660809778457, 0.0024454306675119, -0.0055470987383575, 0.0076335877862594, 0.0092352806763653]"
2014-04-07,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'HALC.NS', 'WIPR.NS', 'MRTI.NS', 'UNSP.NS', 'REDY.NS']","[-0.0367940042116932, 0.0019672098649683, 0.0167567387247131, 0.0985484435117174, -0.0295261488076962, 0.0221576462041408, 0.0265630646910011, 0.0044105437941055, -0.0367810463670948, -0.0276032527688157]"
2014-04-14,"['TEML.NS', 'HCLT.NS', 'LART.NS', 'SUN.NS', 'LUPN.NS', 'HALC.NS', 'WIPR.NS', 'TCS.NS', 'INFY.NS', 'REDY.NS']","[0.0185392475765495, 0.0172062332502276, -0.0227570590437057, -0.0049351269601209, 0.0078038491958871, 0.0053304904051172, 0.0312445461479786, 0.0192113757608481, -0.0420592775886042, -0.0095851604641236]"
